"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"SLC35A3",0,0,0,1,0,0,0,1,0,0,0,1
"RBP7",0,2,0,1,0,0,0,1,0,2,0,1
"SASS6",0,1,0,1,0,0,0,1,0,1,0,1
"TRMT13",0,1,0,1,0,0,0,1,0,1,0,1
"LRRC39",7,10,0.700011654785446,0.833847045898437,0,0,0,1,7,10,0.700011654785446,0.833847045898437
"DBT",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RTCA",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"CDC14A",5,12,0.416654439533383,0.975479125976562,0,0,0,1,5,12,0.416654439533383,0.975479125976562
"GPR88",0,0,0,1,3,5,0.600013956752488,0.85546875,3,5,0.600013956752488,0.85546875
"VCAM1",0,0,0,1,0,0,0,1,0,0,0,1
"UBE4B",22,16,1.37497975365611,0.208846095418266,5,7,0.714296885722386,0.80615234375,27,23,1.17390540053609,0.335905516882683
"EXTL2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SLC30A7",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DPH5",0,0,0,1,0,0,0,1,0,0,0,1
"S1PR1",3,3,1,0.65625,15,11,1.3636168720233,0.278598546981812,18,14,1.28569988976581,0.298307447927073
"ISG15",0,0,0,1,0,0,0,1,0,0,0,1
"OLFM3",0,1,0,1,0,0,0,1,0,1,0,1
"AGRN",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"KIF1B",1,0,Inf,0.5,22,27,0.814821946598369,0.804198544726255,23,27,0.851857398001002,0.760056169150836
"COL11A1",0,0,0,1,0,0,0,1,0,0,0,1
"RNPC3",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"AMY2B",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"AMY2A",1,1,1,0.75,5,7,0.714296885722386,0.80615234375,6,8,0.750009838798097,0.78802490234375
"AMY1C",0,1,0,1,0,0,0,1,0,1,0,1
"PGD",0,0,0,1,0,0,0,1,0,0,0,1
"CORT",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"DFFA",12,3,3.99955731864749,0.017578125,0,0,0,1,12,3,3.99955731864749,0.017578125
"PEX14",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PRMT6",0,1,0,1,0,0,0,1,0,1,0,1
"NTNG1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"VAV3",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"SLC25A24",11,13,0.84615963525029,0.729371905326843,0,0,0,1,11,13,0.84615963525029,0.729371905326843
"NBPF4",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf159",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"NBPF6",0,0,0,1,0,0,0,1,0,0,0,1
"FAM102B",7,3,2.33340772037698,0.171875,0,0,0,1,7,3,2.33340772037698,0.171875
"HENMT1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PRPF38B",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"FNDC7",20,13,1.53843062201474,0.148103184299543,0,0,0,1,20,13,1.53843062201474,0.148103184299543
"STXBP3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"AKNAD1",0,0,0,1,0,0,0,1,0,0,0,1
"GPSM2",6,9,0.666679310308515,0.84912109375,0,0,0,1,6,9,0.666679310308515,0.84912109375
"CLCC1",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"WDR47",0,0,0,1,4,2,1.99994297987752,0.34375,4,2,1.99994297987752,0.34375
"TAF13",1,0,Inf,0.5,2,6,0.33332449100887,0.96484375,3,6,0.500014255773652,0.91015625
"TMEM167B",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf194",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"KIAA1324",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SARS",0,0,0,1,0,0,0,1,0,0,0,1
"CELSR2",0,1,0,1,0,0,0,1,0,1,0,1
"PSRC1",7,9,0.777786485980489,0.772750854492188,0,0,0,1,7,9,0.777786485980489,0.772750854492188
"MYBPHL",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SORT1",0,0,0,1,0,0,0,1,0,0,0,1
"PSMA5",0,0,0,1,0,0,0,1,0,0,0,1
"SYPL2",0,3,0,1,0,0,0,1,0,3,0,1
"C1orf127",0,0,0,1,0,0,0,1,0,0,0,1
"ATXN7L2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CYB561D1",0,2,0,1,0,0,0,1,0,2,0,1
"AMIGO1",0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
"GPR61",0,0,0,1,0,0,0,1,0,0,0,1
"GNAI3",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"GNAT2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"AMPD2",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"GSTM4",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"GSTM2",5,8,0.62501357396942,0.8665771484375,1,0,Inf,0.5,6,8,0.750009838798097,0.78802490234375
"GSTM1",0,0,0,1,0,0,0,1,0,0,0,1
"GSTM5",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"GSTM3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"EPS8L3",7,10,0.700011654785446,0.833847045898437,0,0,0,1,7,10,0.700011654785446,0.833847045898437
"CSF1",0,0,0,1,0,0,0,1,0,0,0,1
"AHCYL1",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"STRIP1",0,0,0,1,5,2,2.50006680582914,0.2265625,5,2,2.50006680582914,0.2265625
"ALX3",0,0,0,1,0,0,0,1,0,0,0,1
"UBL4B",0,0,0,1,0,0,0,1,0,0,0,1
"TARDBP",0,0,0,1,0,0,0,1,0,0,0,1
"SLC6A17",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"KCNC4",1,0,Inf,0.5,16,15,1.06669380145899,0.5,17,15,1.13332783254745,0.430025032954291
"MASP2",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"RBM15",2,1,1.99994298122268,0.5,1,0,Inf,0.5,3,1,3.0000799907165,0.3125
"SLC16A4",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"LAMTOR5",0,0,0,1,0,0,0,1,0,0,0,1
"PROK1",10,1,9.99838098630679,0.005859375,0,0,0,1,10,1,9.99838098630679,0.005859375
"KCNA10",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"SRM",0,0,0,1,0,1,0,1,0,1,0,1
"KCNA2",0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
"EXOSC10",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"KCNA3",0,0,0,1,0,0,0,1,0,0,0,1
"CD53",0,0,0,1,0,0,0,1,0,0,0,1
"LRIF1",0,0,0,1,0,0,0,1,0,0,0,1
"MTOR",2,0,Inf,0.25,8,13,0.615398354450311,0.905376434326172,10,13,0.769239832262526,0.797563552856445
"DRAM2",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"CEPT1",0,0,0,1,4,3,1.33331584334321,0.5,4,3,1.33331584334321,0.5
"DENND2D",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"CHI3L2",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"CHIA",12,7,1.71424415514444,0.179641723632813,0,0,0,1,12,7,1.71424415514444,0.179641723632813
"PIFO",0,1,0,1,0,0,0,1,0,1,0,1
"OVGP1",4,8,0.500014256110559,0.927001953125,0,0,0,1,4,8,0.500014256110559,0.927001953125
"WDR77",0,1,0,1,0,0,0,1,0,1,0,1
"C1orf162",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ADORA3",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"RAP1A",0,0,0,1,0,0,0,1,0,0,0,1
"DDX20",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCND3",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"ANGPTL7",11,7,1.57139558889057,0.240341186523438,0,0,0,1,11,7,1.57139558889057,0.240341186523438
"CTTNBP2NL",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"WNT2B",0,0,0,1,0,0,0,1,0,0,0,1
"ST7L",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"CAPZA1",0,0,0,1,0,0,0,1,0,0,0,1
"MOV10",0,0,0,1,0,0,0,1,0,0,0,1
"RHOC",0,0,0,1,0,0,0,1,0,0,0,1
"PPM1J",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"FAM19A3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"UBIAD1",0,0,0,1,0,0,0,1,0,0,0,1
"SLC16A1",0,0,0,1,0,0,0,1,0,0,0,1
"LRIG2",0,1,0,1,0,0,0,1,0,1,0,1
"MAGI3",0,0,0,1,1,2,0.500014255100735,0.875,1,2,0.500014255100735,0.875
"PHTF1",8,14,0.571442809605116,0.933099746704102,0,0,0,1,8,14,0.571442809605116,0.933099746704102
"RSBN1",18,15,1.19999087605874,0.364166240440682,1,0,Inf,0.5,19,15,1.26665348417908,0.30379568063654
"PTPN22",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"BCL2L15",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"AP4B1",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"DCLRE1B",0,0,0,1,0,0,0,1,0,0,0,1
"HIPK1",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"OLFML3",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"SYT6",0,0,0,1,0,0,0,1,0,0,0,1
"TRIM33",0,0,0,1,8,6,1.33331584236617,0.395263671875,8,6,1.33331584236617,0.395263671875
"BCAS2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DENND2C",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"AMPD1",4,11,0.363627807590893,0.982421875,0,0,0,1,4,11,0.363627807590893,0.982421875
"NRAS",0,0,0,1,0,0,0,1,0,0,0,1
"CSDE1",0,0,0,1,0,0,0,1,0,0,0,1
"SIKE1",0,0,0,1,0,0,0,1,0,0,0,1
"SYCP1",0,0,0,1,0,0,0,1,0,0,0,1
"TSHB",0,0,0,1,0,0,0,1,0,0,0,1
"TSPAN2",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"NGF",0,0,0,1,0,0,0,1,0,0,0,1
"VANGL1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CASQ2",0,0,0,1,0,0,0,1,0,0,0,1
"NHLH2",0,0,0,1,0,1,0,1,0,1,0,1
"SLC22A15",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"MAB21L3",8,7,1.14285115631106,0.5,0,0,0,1,8,7,1.14285115631106,0.5
"ATP1A1",0,0,0,1,7,2,3.49954044171834,0.08984375,7,2,3.49954044171834,0.08984375
"FBXO2",0,0,0,1,0,0,0,1,0,0,0,1
"CD58",0,0,0,1,0,0,0,1,0,0,0,1
"FBXO44",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"IGSF3",0,0,0,1,0,0,0,1,0,0,0,1
"FBXO6",0,0,0,1,0,0,0,1,0,0,0,1
"MAD2L2",0,1,0,1,0,0,0,1,0,1,0,1
"CD2",0,0,0,1,0,0,0,1,0,0,0,1
"PTGFRN",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"CD101",11,7,1.57139558889057,0.240341186523438,0,0,0,1,11,7,1.57139558889057,0.240341186523438
"TTF2",9,5,1.79995360406146,0.21197509765625,0,0,0,1,9,5,1.79995360406146,0.21197509765625
"DRAXIN",4,8,0.500014256110559,0.927001953125,0,0,0,1,4,8,0.500014256110559,0.927001953125
"TRIM45",0,1,0,1,0,0,0,1,0,1,0,1
"VTCN1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"AGTRAP",0,0,0,1,0,0,0,1,0,0,0,1
"MAN1A2",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf167",0,0,0,1,0,0,0,1,0,0,0,1
"GDAP2",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"MTHFR",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"TTLL10",0,2,0,1,0,0,0,1,0,2,0,1
"WDR3",7,1,6.99954948592764,0.03515625,0,0,0,1,7,1,6.99954948592764,0.03515625
"SPAG17",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"CLCN6",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"NPPA",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"NPPB",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"TBX15",0,1,0,1,0,0,0,1,0,1,0,1
"WARS2",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"PLOD1",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"HAO2",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"HSD3B2",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"HSD3B1",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF697",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"PHGDH",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"HMGCS2",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"REG4",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"MFN2",0,0,0,1,0,0,0,1,0,0,0,1
"NOTCH2",0,0,0,1,0,0,0,1,0,0,0,1
"MIIP",16,28,0.571442814193431,0.975616617047763,0,0,0,1,16,28,0.571442814193431,0.975616617047763
"TNFRSF18",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TNFRSF8",0,0,0,1,0,0,0,1,0,0,0,1
"TNFRSF4",0,2,0,1,0,0,0,1,0,2,0,1
"FAM72B",0,0,0,1,0,0,0,1,0,0,0,1
"SDF4",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"TNFRSF1B",0,0,0,1,0,0,0,1,0,0,0,1
"VPS13D",0,1,0,1,1,0,Inf,0.5,1,1,1,0.75
"B3GALT6",2,1,1.99994298122268,0.5,3,0,Inf,0.125,5,1,4.99958044879101,0.109375
"UBE2J2",0,0,0,1,0,0,0,1,0,0,0,1
"DHRS3",0,0,0,1,4,7,0.571442807317693,0.88671875,4,7,0.571442807317693,0.88671875
"AADACL4",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"AADACL3",0,0,0,1,0,0,0,1,0,0,0,1
"C1orf158",10,5,1.99994297583486,0.15087890625,0,0,0,1,10,5,1.99994297583486,0.15087890625
"PRAMEF12",0,0,0,1,0,0,0,1,0,0,0,1
"PRAMEF1",0,0,0,1,0,0,0,1,0,0,0,1
"PRAMEF2",0,0,0,1,0,0,0,1,0,0,0,1
"SCNN1D",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"PRAMEF7",0,0,0,1,0,0,0,1,0,0,0,1
"ACAP3",0,0,0,1,0,0,0,1,0,0,0,1
"PRAMEF6",0,0,0,1,0,0,0,1,0,0,0,1
"PUSL1",19,24,0.791674790028246,0.819811173532116,0,0,0,1,19,24,0.791674790028246,0.819811173532116
"TAS1R3",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"DVL1",0,0,0,1,0,0,0,1,0,0,0,1
"PRAMEF19",0,0,0,1,8,12,0.666679311279021,0.868412017822266,8,12,0.666679311279021,0.868412017822266
"PRAMEF17",0,0,0,1,36,41,0.87805323495747,0.752808863152249,36,41,0.87805323495747,0.752808863152249
"PRAMEF20",0,0,0,1,0,0,0,1,0,0,0,1
"LRRC38",14,12,1.16665941953382,0.422509491443634,0,0,0,1,14,12,1.16665941953382,0.422509491443634
"MXRA8",0,0,0,1,6,3,1.99994297853116,0.25390625,6,3,1.99994297853116,0.25390625
"PDPN",0,0,0,1,0,0,0,1,0,0,0,1
"PRDM2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"AURKAIP1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CCNL2",0,0,0,1,0,0,0,1,0,0,0,1
"MRPL20",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"TMEM88B",0,0,0,1,0,0,0,1,0,0,0,1
"VWA1",1,2,0.500014255100735,0.875,2,3,0.666679308369914,0.8125,3,5,0.600013956752488,0.85546875
"NBPF15",0,0,0,1,0,0,0,1,0,0,0,1
"ATAD3C",0,2,0,1,0,0,0,1,0,2,0,1
"GPR89A",0,0,0,1,0,0,0,1,0,0,0,1
"PDZK1",0,0,0,1,0,0,0,1,0,0,0,1
"CD160",0,0,0,1,0,0,0,1,0,0,0,1
"POLR3C",0,0,0,1,0,0,0,1,0,0,0,1
"NUDT17",0,0,0,1,0,0,0,1,0,0,0,1
"ANKRD35",0,0,0,1,0,0,0,1,0,0,0,1
"ITGA10",0,0,0,1,0,0,0,1,0,0,0,1
"PEX11B",0,0,0,1,0,0,0,1,0,0,0,1
"LIX1L",0,0,0,1,0,0,0,1,0,0,0,1
"POLR3GL",0,0,0,1,0,0,0,1,0,0,0,1
"KAZN",0,0,0,1,12,12,1,0.580590128898621,12,12,1,0.580590128898621
"TXNIP",0,0,0,1,0,0,0,1,0,0,0,1
"NBPF12",0,0,0,1,0,0,0,1,0,0,0,1
"PRKAB2",0,0,0,1,0,0,0,1,0,0,0,1
"FMO5",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"CHD1L",22,24,0.916686956752323,0.670630961488171,0,0,0,1,22,24,0.916686956752323,0.670630961488171
"BCL9",0,0,0,1,0,0,0,1,0,0,0,1
"ACP6",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"ATAD3B",3,2,1.49997155670705,0.5,3,1,3.0000799907165,0.3125,6,3,1.99994297853116,0.25390625
"GJA5",0,0,0,1,0,0,0,1,0,0,0,1
"GJA8",0,0,0,1,0,0,0,1,0,0,0,1
"GPR89B",9,17,0.529426121435319,0.962240651249886,0,0,0,1,9,17,0.529426121435319,0.962240651249886
"NBPF14",0,0,0,1,0,0,0,1,0,0,0,1
"NBPF9",0,0,0,1,0,0,0,1,0,0,0,1
"HIST2H2BE",0,0,0,1,0,0,0,1,0,0,0,1
"HIST2H2AB",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"BOLA1",0,0,0,1,0,0,0,1,0,0,0,1
"SV2A",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"SF3B4",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"MTMR11",15,7,2.14279286573673,0.0669002532958985,0,0,0,1,15,7,2.14279286573673,0.0669002532958985
"OTUD7B",0,0,0,1,0,0,0,1,0,0,0,1
"VPS45",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PLEKHO1",0,0,0,1,0,0,0,1,0,0,0,1
"ANP32E",0,0,0,1,0,0,0,1,0,0,0,1
"CA14",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"APH1A",0,0,0,1,1,3,0.33332444571292,0.9375,1,3,0.33332444571292,0.9375
"C1orf54",0,0,0,1,0,0,0,1,0,0,0,1
"MRPS21",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PRPF3",0,0,0,1,3,2,1.49997155670705,0.5,3,2,1.49997155670705,0.5
"RPRD2",0,0,0,1,11,7,1.57139558889057,0.240341186523438,11,7,1.57139558889057,0.240341186523438
"TARS2",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ECM1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ADAMTSL4",0,3,0,1,0,0,0,1,0,3,0,1
"MCL1",0,0,0,1,0,0,0,1,0,0,0,1
"ENSA",0,0,0,1,0,0,0,1,0,0,0,1
"GOLPH3L",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"HORMAD1",1,1,1,0.75,0,2,0,1,1,3,0.33332444571292,0.9375
"CTSS",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CTSK",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"ARNT",0,0,0,1,8,8,1,0.598190307617187,8,8,1,0.598190307617187
"SETDB1",0,0,0,1,1,4,0.250027596706012,0.96875,1,4,0.250027596706012,0.96875
"CERS2",0,0,0,1,0,0,0,1,0,0,0,1
"ANXA9",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"BNIPL",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"C1orf56",1,1,1,0.75,1,3,0.33332444571292,0.9375,2,4,0.500014255437044,0.890625
"CDC42SE1",0,0,0,1,0,0,0,1,0,0,0,1
"MLLT11",0,0,0,1,0,0,0,1,0,0,0,1
"GABPB2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SEMA6C",0,1,0,1,0,0,0,1,0,1,0,1
"TNFAIP8L2",0,0,0,1,0,0,0,1,0,0,0,1
"LYSMD1",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"SCNM1",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"TMOD4",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"VPS72",0,1,0,1,0,0,0,1,0,1,0,1
"PIP5K1A",0,0,0,1,0,0,0,1,0,0,0,1
"PSMD4",0,0,0,1,0,0,0,1,0,0,0,1
"ZNF687",0,0,0,1,0,0,0,1,0,0,0,1
"PI4KB",0,0,0,1,7,6,1.16665941848379,0.5,7,6,1.16665941848379,0.5
"RFX5",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SELENBP1",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"PSMB4",0,0,0,1,0,0,0,1,0,0,0,1
"POGZ",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"CGN",24,30,0.800007767944676,0.829554529389951,0,0,0,1,24,30,0.800007767944676,0.829554529389951
"TUFT1",16,20,0.800007767904675,0.797483876929619,0,0,0,1,16,20,0.800007767904675,0.797483876929619
"SNX27",0,0,0,1,0,0,0,1,0,0,0,1
"CELF3",0,0,0,1,10,5,1.99994297583486,0.15087890625,10,5,1.99994297583486,0.15087890625
"RIIAD1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"MRPL9",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"OAZ3",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"TDRKH",0,1,0,1,0,0,0,1,0,1,0,1
"LINGO4",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"RORC",0,0,0,1,0,0,0,1,0,0,0,1
"THEM5",7,8,0.875004583473351,0.696380615234375,0,0,0,1,7,8,0.875004583473351,0.696380615234375
"THEM4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"S100A10",0,0,0,1,0,0,0,1,0,0,0,1
"S100A11",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"TCHHL1",0,0,0,1,0,0,0,1,0,0,0,1
"TCHH",0,1,0,1,0,0,0,1,0,1,0,1
"TMEM51",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"RPTN",0,0,0,1,0,0,0,1,0,0,0,1
"HRNR",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ATAD3A",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"FLG2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CRNN",0,0,0,1,0,0,0,1,0,0,0,1
"LCE5A",0,0,0,1,0,0,0,1,0,0,0,1
"CRCT1",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3E",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3D",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3C",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2D",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2C",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2A",0,0,0,1,0,0,0,1,0,0,0,1
"KPRP",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1F",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"LCE1E",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1D",0,1,0,1,0,0,0,1,0,1,0,1
"LCE1B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1A",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR4",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR1A",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR1B",0,0,0,1,0,0,0,1,0,0,0,1
"FHAD1",14,13,1.07688784120726,0.5,0,0,0,1,14,13,1.07688784120726,0.5
"SPRR2E",0,0,0,1,0,0,0,1,0,0,0,1
"LELP1",0,1,0,1,0,0,0,1,0,1,0,1
"PRR9",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PGLYRP3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PGLYRP4",1,6,0.166678456622776,0.9921875,0,0,0,1,1,6,0.166678456622776,0.9921875
"S100A9",0,0,0,1,0,0,0,1,0,0,0,1
"S100A12",0,0,0,1,0,0,0,1,0,0,0,1
"S100A8",0,0,0,1,0,0,0,1,0,0,0,1
"S100A7A",0,0,0,1,0,0,0,1,0,0,0,1
"S100A7L2",0,0,0,1,0,0,0,1,0,0,0,1
"S100A7",0,0,0,1,0,0,0,1,0,0,0,1
"S100A6",0,0,0,1,0,0,0,1,0,0,0,1
"S100A5",0,0,0,1,0,0,0,1,0,0,0,1
"S100A4",0,0,0,1,0,0,0,1,0,0,0,1
"S100A3",0,0,0,1,0,0,0,1,0,0,0,1
"S100A2",13,13,1,0.577490508556366,0,0,0,1,13,13,1,0.577490508556366
"S100A16",4,10,0.399989377164542,0.9713134765625,0,0,0,1,4,10,0.399989377164542,0.9713134765625
"S100A14",0,1,0,1,0,0,0,1,0,1,0,1
"S100A13",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"S100A1",0,1,0,1,0,0,0,1,0,1,0,1
"CHTOP",0,0,0,1,0,0,0,1,0,0,0,1
"SNAPIN",0,0,0,1,0,0,0,1,0,0,0,1
"ILF2",0,0,0,1,0,1,0,1,0,1,0,1
"NPR1",0,0,0,1,6,1,5.99957559160261,0.0625,6,1,5.99957559160261,0.0625
"INTS3",0,0,0,1,5,1,4.99958044879101,0.109375,5,1,4.99958044879101,0.109375
"SLC27A3",48,67,0.716429020791467,0.969145695880388,0,0,0,1,48,67,0.716429020791467,0.969145695880388
