"","Burden.OR","Burden.pvalue","MIRAGE.risk.prop","MIRAGE.pvalue","cate.index","No.var.case","No.var.control","combine.feature"
"1",1.01476737415974,0.0770937795325374,0.0256864265102808,1.1522500734931e-06,"Damaging; AF<0.1%",19172,18893,"Prby Damaging_SCZ gene_MAF<1e-2_cate_5"
"2",1.01476737415974,0.0770937795325374,0.0256865833837288,1.15225162661871e-06,"Damaging; AF<0.1%",19172,18893,"Consensus_SCZ gene_MAF<1e-2_cate_5"
"3",1.01466229091679,0.0785755697429614,0.0256219608822696,1.20908114038562e-06,"Damaging; AF<0.1%",19169,18892,"ExonTop0%_SCZ gene_MAF<1e-2_cate_5"
"4",1.49677419354839,5.33023920347171e-05,0.311884697304149,1.2563805804789e-05,"LoF; AF<1%",232,155,"ExonTop70%_Haploinsuff_Private_cate_2"
"5",1.79452054794521,2.96165236386062e-05,0.41825960539774,2.11089728332224e-05,"LoF; AF<1%",131,73,"ExonTop50%_FMRP_Private_cate_2"
"6",1.46875,9.43891998566568e-05,0.29295353950641,3.25011045384079e-05,"LoF; AF<1%",235,160,"CriticalExon_Haploinsuff_Private_cate_2"
"7",1.7910447761194,6.50981899423346e-05,0.419615178496058,3.98915803854045e-05,"LoF; AF<1%",120,67,"ExonTop60%_FMRP_Private_cate_2"
"8",2.02380952380952,8.50472391481258e-05,0.507729366144289,4.54667926744529e-05,"LoF; AF<1%",85,42,"ExonTop90%_Haploinsuff_Private_cate_2"
"9",1.875,6.95208879301458e-05,0.441668771556453,5.97260072368803e-05,"LoF; AF<1%",105,56,"ExonTop70%_FMRP_Private_cate_2"
"10",1.34562211981567,0.00050941875951205,0.233219864880184,0.000185940758231232,"LoF; AF<1%",292,217,"ExonTop60%_Haploinsuff_Private_cate_2"
"11",1.68571428571429,0.000286016868061659,0.379785666454983,0.00018889738447055,"LoF; AF<1%",118,70,"CriticalExon_FMRP_Private_cate_2"
"12",1.8695652173913,0.000315644458255647,0.440763914411203,0.000269416082771384,"LoF; AF<1%",86,46,"ExonTop80%_FMRP_Private_cate_2"
"13",1.5045045045045,0.000468833401760719,0.306349048914532,0.000314382834559894,"LoF; AF<1%",167,111,"ExonTop0%_FMRP_Private_cate_2"
"14",1.03134962805526,0.0904400123356139,0.0543379878249409,0.000374649386682685,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_Private_cate_5"
"15",1.03134962805526,0.0904400123356139,0.054337988663772,0.000374649386682986,"Damaging; AF<0.1%",3882,3764,"ExonTop0%_SCZ gene_Private_cate_5"
"16",1.03134962805526,0.0904400123356139,0.0543395884108468,0.000374649388823533,"Damaging; AF<0.1%",3882,3764,"Consensus_SCZ gene_Private_cate_5"
"17",1.03134962805526,0.0904400123356139,0.0546412431011812,0.000374726304479956,"Damaging; AF<0.1%",3882,3764,"Prby Damaging_SCZ gene_Private_cate_5"
"18",1.03134962805526,0.0904400123356139,0.0546413031891787,0.000374726334965918,"Damaging; AF<0.1%",3882,3764,"Private_SCZ gene_MAF<1e-2_cate_5"
"19",1.49107142857143,0.000593165069701827,0.300089946036077,0.000405094447561895,"LoF; AF<1%",167,112,"Private_FMRP_Private_cate_2"
"20",1.49107142857143,0.000593165069701827,0.300010414557904,0.000405094641116838,"LoF; AF<1%",167,112,"LoF_FMRP_Private_cate_2"
"21",1.03596349973162,0.0304009130273208,0.0447573652878123,0.000429123409187562,"Damaging; AF<0.1%",5790,5589,"ExonTop0%_Haploinsuff_Private_cate_5"
"22",1.34857142857143,0.00151699369214318,0.239740046575606,0.00044653801037823,"LoF; AF<1%",236,175,"Consensus_Haploinsuff_Private_cate_2"
"23",1.20338983050847,0.00160103501666363,0.152630987352179,0.000472372026289518,"LoF; AF<1%",568,472,"ExonTop0%_Haploinsuff_Private_cate_2"
"24",1.04506329113924,0.0078338573449504,0.0354263833568005,0.000494899078357555,"Damaging; AF<0.1%",6192,5925,"CADD top10%_Haploinsuff_MAF<1e-2_cate_5"
"25",1.13167259786477,0.00472158470177506,0.092126281914345,0.000521542226021372,"Damaging; AF<0.1%",954,843,"CADD top10%_PSD_MAF<1e-4_cate_5"
"26",1.51960784313725,0.000569292465453863,0.308480441822802,0.000523722698780992,"LoF; AF<1%",155,102,"ExonTop80%_Haploinsuff_Private_cate_2"
"27",1.03438446463567,0.0361854898322079,0.0438055996242199,0.000553584351168058,"Damaging; AF<0.1%",5806,5613,"Private_Haploinsuff_Private_cate_5"
